"GEO_ID","NAME","P6_001N","P6_001NA","P6_002N","P6_002NA","P6_003N","P6_003NA","P6_004N","P6_004NA","P6_005N","P6_005NA","P6_006N","P6_006NA","P6_007N","P6_007NA",
"0500000US17073","Henry County, Illinois","52077","null","46556","null","1636","null","805","null","397","null","50","null","2633","null",
"0500000US17075","Iroquois County, Illinois","28844","null","25829","null","476","null","564","null","209","null","33","null","1733","null",
"0500000US17077","Jackson County, Illinois","56691","null","41395","null","8806","null","1314","null","2475","null","108","null","2593","null",
"0500000US17079","Jasper County, Illinois","9522","null","9175","null","55","null","147","null","27","null","8","null","110","null",
"0500000US17081","Jefferson County, Illinois","39250","null","33384","null","3564","null","826","null","499","null","58","null","919","null",
"0500000US17083","Jersey County, Illinois","22511","null","21153","null","278","null","478","null","157","null","23","null","422","null",
"0500000US17085","Jo Daviess County, Illinois","22941","null","21402","null","248","null","326","null","168","null","11","null","786","null",
"0500000US17087","Johnson County, Illinois","13749","null","11401","null","1515","null","235","null","46","null","10","null","542","null",
"0500000US17089","Kane County, Illinois","586119","null","372324","null","33754","null","15613","null","26736","null","641","null","137051","null",
"0500000US17091","Kankakee County, Illinois","115681","null","83717","null","17685","null","2188","null","1549","null","93","null","10449","null",
"0500000US17093","Kendall County, Illinois","148001","null","104889","null","12256","null","2898","null","6185","null","178","null","21595","null",
"0500000US17095","Knox County, Illinois","53350","null","43598","null","5678","null","940","null","716","null","208","null","2210","null",
"0500000US17097","Lake County, Illinois","794704","null","506163","null","58160","null","17146","null","68459","null","1436","null","143340","null",
"0500000US17099","LaSalle County, Illinois","117848","null","101508","null","3797","null","2329","null","1317","null","63","null","8834","null",
"0500000US17101","Lawrence County, Illinois","15868","null","13412","null","1532","null","303","null","97","null","17","null","507","null",
"0500000US17103","Lee County, Illinois","36087","null","30943","null","2270","null","579","null","360","null","32","null","1903","null",
"0500000US17105","Livingston County, Illinois","37553","null","33650","null","1484","null","637","null","285","null","41","null","1456","null",
"0500000US17107","Logan County, Illinois","29181","null","25779","null","1835","null","475","null","295","null","36","null","761","null",
"0500000US17109","McDonough County, Illinois","28686","null","24575","null","1912","null","591","null","720","null","47","null","841","null",
"0500000US17111","McHenry County, Illinois","339595","null","275296","null","6665","null","6412","null","11717","null","286","null","39219","null",
"0500000US17113","McLean County, Illinois","182384","null","142451","null","18423","null","3098","null","9589","null","209","null","8614","null",
"0500000US17115","Macon County, Illinois","110531","null","81639","null","21989","null","1997","null","1995","null","109","null","2802","null",
"0500000US17117","Macoupin County, Illinois","47132","null","44120","null","718","null","1057","null","353","null","44","null","840","null",
"0500000US17119","Madison County, Illinois","283599","null","232612","null","29112","null","6386","null","4490","null","334","null","10665","null",
"0500000US17121","Marion County, Illinois","39883","null","35423","null","2181","null","925","null","475","null","42","null","837","null",
"0500000US17123","Marshall County, Illinois","12278","null","11454","null","155","null","261","null","85","null","21","null","302","null",
"0500000US17125","Mason County, Illinois","13641","null","12920","null","147","null","305","null","68","null","11","null","190","null",
"0500000US17127","Massac County, Illinois","15047","null","12989","null","1212","null","341","null","98","null","17","null","390","null",
"0500000US17129","Menard County, Illinois","12871","null","12073","null","214","null","279","null","95","null","9","null","201","null",
"0500000US17131","Mercer County, Illinois","16444","null","15439","null","184","null","320","null","96","null","22","null","383","null",
"0500000US17133","Monroe County, Illinois","36575","null","34365","null","274","null","737","null","357","null","22","null","820","null",
"0500000US17135","Montgomery County, Illinois","29380","null","26894","null","1054","null","527","null","227","null","30","null","648","null",
"0500000US17137","Morgan County, Illinois","34420","null","30141","null","2560","null","534","null","362","null","41","null","782","null",
"0500000US17139","Moultrie County, Illinois","15016","null","14255","null","169","null","253","null","86","null","11","null","242","null",
"0500000US17141","Ogle County, Illinois","55768","null","48224","null","1102","null","1279","null","503","null","44","null","4616","null",
"0500000US17143","Peoria County, Illinois","194261","null","133645","null","38798","null","3366","null","9045","null","188","null","9219","null",
"0500000US17145","Perry County, Illinois","21804","null","18659","null","1904","null","373","null","172","null","28","null","668","null",
"0500000US17147","Piatt County, Illinois","17437","null","16379","null","219","null","348","null","154","null","24","null","313","null",
"0500000US17149","Pike County, Illinois","15266","null","14453","null","135","null","302","null","70","null","16","null","290","null",
"0500000US17151","Pope County, Illinois","3945","null","3672","null","81","null","79","null","48","null","7","null","58","null",
"0500000US17153","Pulaski County, Illinois","5473","null","3484","null","1576","null","132","null","42","null","11","null","228","null",
"0500000US17155","Putnam County, Illinois","5925","null","5436","null","39","null","109","null","42","null","11","null","288","null",
"0500000US17157","Randolph County, Illinois","31523","null","26887","null","2697","null","564","null","180","null","29","null","1166","null",
"0500000US17159","Richland County, Illinois","16439","null","15477","null","172","null","272","null","207","null","12","null","299","null",
"0500000US17161","Rock Island County, Illinois","158175","null","114945","null","20175","null","3295","null","4856","null","153","null","14751","null",
"0500000US17163","St. Clair County, Illinois","276212","null","169413","null","82628","null","5759","null","6529","null","604","null","11279","null",
"0500000US17165","Saline County, Illinois","25054","null","22627","null","1067","null","625","null","208","null","20","null","507","null",
"0500000US17167","Sangamon County, Illinois","208691","null","162974","null","30631","null","3884","null","5531","null","240","null","5431","null",
"0500000US17169","Schuyler County, Illinois","7249","null","6498","null","353","null","187","null","57","null","11","null","143","null",
"0500000US17171","Scott County, Illinois","5135","null","4896","null","41","null","86","null","25","null","16","null","71","null",
"0500000US17173","Shelby County, Illinois","21540","null","20684","null","155","null","273","null","142","null","16","null","270","null",
"0500000US17175","Stark County, Illinois","5609","null","5303","null","77","null","75","null","36","null","7","null","111","null",
"0500000US17177","Stephenson County, Illinois","47715","null","38704","null","5621","null","783","null","509","null","57","null","2041","null",
"0500000US17179","Tazewell County, Illinois","137752","null","127096","null","2934","null","2757","null","1772","null","158","null","3035","null",
"0500000US17181","Union County, Illinois","18352","null","16540","null","356","null","443","null","136","null","29","null","848","null",
"0500000US17183","Vermilion County, Illinois","78424","null","61103","null","12049","null","1442","null","796","null","31","null","3003","null",
"0500000US17185","Wabash County, Illinois","11774","null","10962","null","128","null","211","null","288","null","16","null","169","null",
"0500000US17187","Warren County, Illinois","17909","null","14839","null","844","null","248","null","416","null","50","null","1512","null",
"0500000US17189","Washington County, Illinois","14238","null","13465","null","168","null","222","null","93","null","35","null","255","null",
"0500000US17191","Wayne County, Illinois","16637","null","15898","null","148","null","271","null","89","null","12","null","219","null",
"0500000US17193","White County, Illinois","14477","null","13596","null","176","null","291","null","121","null","37","null","256","null",
"0500000US17195","Whiteside County, Illinois","60255","null","52035","null","1563","null","1105","null","501","null","50","null","5001","null",
"0500000US17197","Will County, Illinois","770099","null","510356","null","90266","null","13659","null","49408","null","627","null","105783","null",
"0500000US17199","Williamson County, Illinois","71110","null","62589","null","3844","null","1764","null","1079","null","28","null","1806","null",
"0500000US17201","Winnebago County, Illinois","312988","null","215942","null","45908","null","6791","null","10270","null","312","null","33765","null",
"0500000US17203","Woodford County, Illinois","40141","null","37672","null","598","null","685","null","399","null","32","null","755","null",
"0500000US18001","Adams County, Indiana","37054","null","34799","null","349","null","490","null","211","null","38","null","1167","null",
"0500000US18003","Allen County, Indiana","414329","null","302570","null","54010","null","8077","null","21306","null","551","null","27815","null",
"0500000US18005","Bartholomew County, Indiana","87501","null","70600","null","2863","null","1691","null","5844","null","145","null","6358","null",
"0500000US18007","Benton County, Indiana","9099","null","8302","null","92","null","134","null","23","null","24","null","524","null",
"0500000US18009","Blackford County, Indiana","12663","null","11877","null","166","null","320","null","63","null","19","null","218","null",
"0500000US18011","Boone County, Indiana","75089","null","65833","null","2065","null","1297","null","3074","null","85","null","2735","null",
"0500000US18013","Brown County, Indiana","16121","null","15187","null","122","null","393","null","97","null","9","null","313","null",
"0500000US18015","Carroll County, Indiana","21026","null","19681","null","256","null","320","null","103","null","13","null","653","null",
"0500000US18017","Cass County, Indiana","40694","null","32762","null","975","null","978","null","739","null","45","null","5195","null",
"0500000US18019","Clark County, Indiana","130251","null","105283","null","12531","null","3052","null","2106","null","279","null","7000","null",
"0500000US18021","Clay County, Indiana","27445","null","25969","null","337","null","519","null","155","null","25","null","440","null",
"0500000US18023","Clinton County, Indiana","35904","null","29406","null","411","null","671","null","167","null","50","null","5199","null",
"0500000US18025","Crawford County, Indiana","10903","null","10389","null","89","null","236","null","33","null","15","null","141","null",
"0500000US18027","Daviess County, Indiana","34761","null","31616","null","904","null","372","null","234","null","26","null","1609","null",
"0500000US18029","Dearborn County, Indiana","52928","null","49700","null","675","null","1144","null","410","null","66","null","933","null",
"0500000US18031","Decatur County, Indiana","27536","null","25913","null","268","null","510","null","224","null","36","null","585","null",
"0500000US18033","DeKalb County, Indiana","45032","null","42312","null","437","null","844","null","349","null","83","null","1007","null",
"0500000US18035","Delaware County, Indiana","118264","null","100034","null","10558","null","2204","null","1936","null","162","null","3370","null",
"0500000US18037","Dubois County, Indiana","45423","null","40520","null","389","null","519","null","375","null","34","null","3586","null",
"0500000US18039","Elkhart County, Indiana","226337","null","169091","null","15237","null","5089","null","3336","null","247","null","33337","null",
"0500000US18041","Fayette County, Indiana","24259","null","22867","null","509","null","409","null","129","null","11","null","334","null",
"0500000US18043","Floyd County, Indiana","85636","null","73342","null","6039","null","1818","null","1458","null","99","null","2880","null",
"0500000US18045","Fountain County, Indiana","17197","null","16118","null","174","null","363","null","85","null","25","null","432","null",
"0500000US18047","Franklin County, Indiana","23546","null","22520","null","112","null","434","null","146","null","18","null","316","null",
"0500000US18049","Fulton County, Indiana","21469","null","19803","null","307","null","399","null","144","null","9","null","807","null",
"0500000US18051","Gibson County, Indiana","34438","null","31700","null","1107","null","585","null","305","null","34","null","707","null",
"0500000US18053","Grant County, Indiana","71364","null","59896","null","6403","null","1571","null","771","null","58","null","2665","null",
"0500000US18055","Greene County, Indiana","32026","null","30351","null","206","null","687","null","203","null","30","null","549","null",
"0500000US18057","Hamilton County, Indiana","371252","null","300662","null","19717","null","5041","null","27925","null","447","null","17460","null",
"0500000US18059","Hancock County, Indiana","84081","null","75585","null","3297","null","1565","null","1375","null","103","null","2156","null",
"0500000US18061","Harrison County, Indiana","41452","null","38656","null","451","null","897","null","336","null","38","null","1074","null",
"0500000US18063","Hendricks County, Indiana","186153","null","151347","null","16144","null","3325","null","7239","null","296","null","7802","null",
"0500000US18065","Henry County, Indiana","50666","null","46982","null","1538","null","795","null","365","null","43","null","943","null",
"0500000US18067","Howard County, Indiana","89126","null","74544","null","8472","null","1981","null","1451","null","105","null","2573","null",
"0500000US18069","Huntington County, Indiana","38248","null","35693","null","442","null","834","null","299","null","24","null","956","null",
"0500000US18071","Jackson County, Indiana","49885","null","41919","null","837","null","1264","null","634","null","33","null","5198","null",
"0500000US18073","Jasper County, Indiana","34996","null","31660","null","313","null","730","null","195","null","41","null","2057","null",
"0500000US18075","Jay County, Indiana","21203","null","19799","null","173","null","300","null","131","null","18","null","782","null",
"0500000US18077","Jefferson County, Indiana","34520","null","31591","null","871","null","578","null","399","null","43","null","1038","null",
"0500000US18079","Jennings County, Indiana","28671","null","26887","null","336","null","570","null","114","null","14","null","750","null",
"0500000US18081","Johnson County, Indiana","170931","null","147135","null","5848","null","3268","null","8669","null","208","null","5803","null",
"0500000US18083","Knox County, Indiana","37758","null","34713","null","1039","null","632","null","366","null","55","null","953","null",
"0500000US18085","Kosciusko County, Indiana","84917","null","74040","null","1292","null","1492","null","1677","null","83","null","6333","null",
"0500000US18087","LaGrange County, Indiana","41735","null","39492","null","247","null","404","null","133","null","35","null","1424","null",
"0500000US18089","Lake County, Indiana","551620","null","321839","null","133598","null","11363","null","10401","null","511","null","73908","null",
"0500000US18091","LaPorte County, Indiana","120409","null","95424","null","14380","null","2461","null","1217","null","135","null","6792","null",
"0500000US18093","Lawrence County, Indiana","46772","null","44144","null","475","null","1035","null","373","null","43","null","702","null",
"0500000US18095","Madison County, Indiana","137576","null","115408","null","12320","null","3000","null","1130","null","121","null","5597","null",
"0500000US18097","Marion County, Indiana","1056337","null","580296","null","294394","null","20264","null","47232","null","1540","null","112611","null",
"0500000US18099","Marshall County, Indiana","48933","null","42997","null","489","null","900","null","430","null","25","null","4092","null",
"0500000US18101","Martin County, Indiana","10184","null","9686","null","79","null","226","null","76","null","16","null","101","null",
"0500000US18103","Miami County, Indiana","37729","null","33102","null","2275","null","1047","null","257","null","46","null","1002","null",
"0500000US18105","Monroe County, Indiana","149484","null","123189","null","7419","null","2791","null","10220","null","206","null","5659","null",
"0500000US18107","Montgomery County, Indiana","39802","null","36040","null","607","null","779","null","391","null","50","null","1935","null",
"0500000US18109","Morgan County, Indiana","74959","null","70426","null","811","null","1750","null","507","null","59","null","1406","null",
"0500000US18111","Newton County, Indiana","14758","null","13195","null","97","null","394","null","77","null","30","null","965","null",
"0500000US18113","Noble County, Indiana","50471","null","44174","null","489","null","963","null","465","null","49","null","4331","null",
"0500000US18115","Ohio County, Indiana","6190","null","5850","null","49","null","116","null","50","null","29","null","96","null",
"0500000US18117","Orange County, Indiana","20674","null","19379","null","345","null","456","null","99","null","34","null","361","null",
"0500000US18119","Owen County, Indiana","22460","null","20998","null","237","null","624","null","165","null","24","null","412","null",
"0500000US18121","Parke County, Indiana","16539","null","15770","null","259","null","229","null","62","null","2","null","217","null",
"0500000US18123","Perry County, Indiana","19789","null","18484","null","500","null","322","null","178","null","17","null","288","null",
"0500000US18125","Pike County, Indiana","12653","null","12086","null","108","null","215","null","35","null","20","null","189","null",
"0500000US18127","Porter County, Indiana","188597","null","157283","null","9575","null","3785","null","3479","null","193","null","14282","null",
"0500000US18129","Posey County, Indiana","26252","null","24671","null","447","null","461","null","194","null","29","null","450","null",
"0500000US18131","Pulaski County, Indiana","13182","null","12224","null","153","null","316","null","99","null","12","null","378","null",
"0500000US18133","Putnam County, Indiana","38169","null","34639","null","1253","null","705","null","545","null","100","null","927","null",
"0500000US18135","Randolph County, Indiana","25567","null","23568","null","311","null","474","null","151","null","19","null","1044","null",
"0500000US18137","Ripley County, Indiana","30119","null","28393","null","202","null","634","null","269","null","8","null","613","null",
"0500000US18139","Rush County, Indiana","17323","null","16443","null","232","null","270","null","102","null","20","null","256","null",
"0500000US18141","St. Joseph County, Indiana","296031","null","215346","null","43155","null","6184","null","8881","null","462","null","22003","null",
"0500000US18143","Scott County, Indiana","25332","null","23948","null","237","null","485","null","168","null","32","null","462","null",
"0500000US18145","Shelby County, Indiana","46972","null","42650","null","956","null","805","null","515","null","47","null","1999","null",
"0500000US18147","Spencer County, Indiana","20551","null","19229","null","254","null","317","null","134","null","9","null","608","null",
"0500000US18149","Starke County, Indiana","24574","null","22897","null","172","null","569","null","123","null","24","null","789","null",
"0500000US18151","Steuben County, Indiana","35847","null","33186","null","441","null","563","null","321","null","23","null","1313","null",
"0500000US18153","Sullivan County, Indiana","21576","null","19659","null","995","null","451","null","97","null","21","null","353","null",
"0500000US18155","Switzerland County, Indiana","10086","null","9615","null","80","null","192","null","47","null","17","null","135","null",
"0500000US18157","Tippecanoe County, Indiana","203522","null","148970","null","14118","null","3395","null","18265","null","2928","null","15846","null",
"0500000US18159","Tipton County, Indiana","15933","null","15022","null","136","null","254","null","113","null","20","null","388","null",
"0500000US18161","Union County, Indiana","7295","null","6955","null","61","null","118","null","73","null","24","null","64","null",
"0500000US18163","Vanderburgh County, Indiana","191609","null","155527","null","22165","null","3646","null","3484","null","835","null","5952","null",
"0500000US18165","Vermillion County, Indiana","15955","null","15235","null","123","null","235","null","99","null","31","null","232","null",
"0500000US18167","Vigo County, Indiana","112093","null","94824","null","9203","null","2252","null","2604","null","121","null","3089","null",
"0500000US18169","Wabash County, Indiana","32229","null","30090","null","394","null","690","null","249","null","41","null","765","null",
"0500000US18171","Warren County, Indiana","8724","null","8303","null","40","null","131","null","58","null","7","null","185","null",
"0500000US18173","Warrick County, Indiana","66828","null","60439","null","1699","null","1150","null","2001","null","48","null","1491","null",
"0500000US18175","Washington County, Indiana","29178","null","27708","null","313","null","568","null","176","null","24","null","389","null",
"0500000US18177","Wayne County, Indiana","70541","null","61016","null","4715","null","1380","null","994","null","57","null","2379","null",
"0500000US18179","Wells County, Indiana","29367","null","27403","null","418","null","454","null","209","null","26","null","857","null",
"0500000US18181","White County, Indiana","26225","null","23060","null","283","null","565","null","165","null","32","null","2120","null",
"0500000US18183","Whitley County, Indiana","35611","null","33451","null","347","null","657","null","335","null","26","null","795","null",
"0500000US19001","Adair County, Iowa","7745","null","7376","null","93","null","108","null","43","null","4","null","121","null",
"0500000US19003","Adams County, Iowa","3819","null","3624","null","45","null","51","null","24","null","2","null","73","null",
"0500000US19005","Allamakee County, Iowa","14523","null","13035","null","193","null","201","null","74","null","12","null","1008","null",
"0500000US19007","Appanoose County, Iowa","12755","null","12088","null","131","null","198","null","118","null","20","null","200","null",
"0500000US19009","Audubon County, Iowa","5850","null","5603","null","56","null","62","null","31","null","10","null","88","null",
"0500000US19011","Benton County, Iowa","26560","null","25173","null","311","null","385","null","157","null","16","null","518","null",
"0500000US19013","Black Hawk County, Iowa","138657","null","109554","null","16476","null","2078","null","4248","null","975","null","5326","null",
"0500000US19015","Boone County, Iowa","27829","null","25959","null","504","null","444","null","207","null","30","null","685","null",
"0500000US19017","Bremer County, Iowa","25788","null","24334","null","416","null","278","null","300","null","15","null","445","null",
"0500000US19019","Buchanan County, Iowa","21197","null","20292","null","169","null","276","null","118","null","22","null","320","null",
"0500000US19021","Buena Vista County, Iowa","23067","null","14715","null","682","null","318","null","2016","null","640","null","4696","null",
"0500000US19023","Butler County, Iowa","14712","null","14185","null","84","null","160","null","74","null","17","null","192","null",
"0500000US19025","Calhoun County, Iowa","10241","null","9618","null","234","null","140","null","59","null","15","null","175","null",
"0500000US19027","Carroll County, Iowa","21371","null","20132","null","364","null","193","null","125","null","13","null","544","null",
"0500000US19029","Cass County, Iowa","13591","null","12821","null","87","null","183","null","98","null","94","null","308","null",
"0500000US19031","Cedar County, Iowa","19222","null","18123","null","185","null","283","null","145","null","17","null","469","null",
"0500000US19033","Cerro Gordo County, Iowa","45331","null","40703","null","1471","null","583","null","747","null","188","null","1639","null",
"0500000US19035","Cherokee County, Iowa","12074","null","11210","null","166","null","136","null","80","null","26","null","456","null",
"0500000US19037","Chickasaw County, Iowa","12481","null","11694","null","142","null","149","null","45","null","16","null","435","null",
"0500000US19039","Clarke County, Iowa","10440","null","8865","null","78","null","195","null","101","null","53","null","1148","null",
"0500000US19041","Clay County, Iowa","17050","null","15841","null","200","null","229","null","171","null","11","null","598","null",
"0500000US19043","Clayton County, Iowa","17493","null","16634","null","240","null","199","null","90","null","26","null","304","null",
"0500000US19045","Clinton County, Iowa","48903","null","44023","null","2141","null","856","null","480","null","37","null","1366","null",
"0500000US19047","Crawford County, Iowa","18335","null","12964","null","465","null","337","null","363","null","19","null","4187","null",
"0500000US19049","Dallas County, Iowa","105773","null","89018","null","3640","null","1265","null","6011","null","149","null","5690","null",
"0500000US19051","Davis County, Iowa","9366","null","9012","null","34","null","103","null","49","null","11","null","157","null",
"0500000US19053","Decatur County, Iowa","7949","null","7343","null","174","null","139","null","65","null","34","null","194","null",
"0500000US19055","Delaware County, Iowa","17910","null","17171","null","191","null","200","null","92","null","14","null","242","null",
"0500000US19057","Des Moines County, Iowa","41273","null","35320","null","3425","null","741","null","604","null","80","null","1103","null",
"0500000US19059","Dickinson County, Iowa","18290","null","17372","null","143","null","165","null","140","null","25","null","445","null",
"0500000US19061","Dubuque County, Iowa","103103","null","91800","null","5350","null","1208","null","1445","null","887","null","2413","null",
"0500000US19063","Emmet County, Iowa","9896","null","8817","null","167","null","164","null","55","null","14","null","679","null",
"0500000US19065","Fayette County, Iowa","20314","null","19020","null","389","null","306","null","157","null","16","null","426","null",
"0500000US19067","Floyd County, Iowa","16259","null","14663","null","548","null","205","null","379","null","24","null","440","null",
"0500000US19069","Franklin County, Iowa","10808","null","9091","null","95","null","200","null","77","null","15","null","1330","null",
"0500000US19071","Fremont County, Iowa","6912","null","6481","null","42","null","131","null","39","null","20","null","199","null",
"0500000US19073","Greene County, Iowa","9136","null","8573","null","85","null","143","null","77","null","18","null","240","null",
"0500000US19075","Grundy County, Iowa","12729","null","12203","null","108","null","126","null","82","null","10","null","200","null",
"0500000US19077","Guthrie County, Iowa","10966","null","10365","null","53","null","149","null","63","null","27","null","309","null",
"0500000US19079","Hamilton County, Iowa","15855","null","13832","null","208","null","269","null","394","null","13","null","1139","null",
"0500000US19081","Hancock County, Iowa","11331","null","10452","null","136","null","162","null","55","null","21","null","505","null",
"0500000US19083","Hardin County, Iowa","17622","null","16135","null","242","null","247","null","202","null","46","null","750","null",
"0500000US19085","Harrison County, Iowa","15078","null","14380","null","83","null","236","null","83","null","6","null","290","null",
"0500000US19087","Henry County, Iowa","21501","null","18949","null","715","null","318","null","588","null","28","null","903","null",
"0500000US19089","Howard County, Iowa","9795","null","9230","null","77","null","136","null","71","null","13","null","268","null",
"0500000US19091","Humboldt County, Iowa","9919","null","9204","null","115","null","89","null","57","null","19","null","435","null",
"0500000US19093","Ida County, Iowa","7202","null","6847","null","52","null","59","null","43","null","21","null","180","null",
"0500000US19095","Iowa County, Iowa","17314","null","16179","null","222","null","269","null","162","null","32","null","450","null",
"0500000US19097","Jackson County, Iowa","20027","null","18947","null","272","null","218","null","90","null","213","null","287","null",
"0500000US19099","Jasper County, Iowa","39370","null","36320","null","971","null","618","null","373","null","76","null","1012","null",
"0500000US19101","Jefferson County, Iowa","16511","null","14330","null","540","null","331","null","609","null","34","null","667","null",
"0500000US19103","Johnson County, Iowa","163140","null","126418","null","15065","null","1976","null","10415","null","207","null","9059","null",
"0500000US19105","Jones County, Iowa","21368","null","19873","null","585","null","306","null","130","null","37","null","437","null",
"0500000US19107","Keokuk County, Iowa","10370","null","9855","null","123","null","135","null","41","null","11","null","205","null",
"0500000US19109","Kossuth County, Iowa","15369","null","14423","null","148","null","136","null","129","null","14","null","519","null",
"0500000US19111","Lee County, Iowa","35441","null","32079","null","1510","null","730","null","244","null","35","null","843","null",
"0500000US19113","Linn County, Iowa","244878","null","203857","null","21491","null","3904","null","7137","null","715","null","7774","null",
"0500000US19115","Louisa County, Iowa","11631","null","9577","null","132","null","207","null","304","null","6","null","1405","null",
"0500000US19117","Lucas County, Iowa","8945","null","8481","null","69","null","84","null","59","null","23","null","229","null",
"0500000US19119","Lyon County, Iowa","12286","null","11592","null","108","null","119","null","53","null","48","null","366","null",
"0500000US19121","Madison County, Iowa","17251","null","16241","null","137","null","262","null","182","null","34","null","395","null",
"0500000US19123","Mahaska County, Iowa","23114","null","21308","null","590","null","335","null","379","null","41","null","461","null",
"0500000US19125","Marion County, Iowa","34724","null","32381","null","486","null","483","null","576","null","42","null","756","null",
"0500000US19127","Marshall County, Iowa","43944","null","33210","null","1151","null","858","null","1706","null","56","null","6963","null",
"0500000US19129","Mills County, Iowa","15200","null","14187","null","175","null","249","null","103","null","22","null","464","null",
"0500000US19131","Mitchell County, Iowa","10887","null","10359","null","86","null","111","null","87","null","22","null","222","null",
"0500000US19133","Monona County, Iowa","9115","null","8482","null","105","null","265","null","45","null","11","null","207","null",
"0500000US19135","Monroe County, Iowa","7832","null","7442","null","86","null","76","null","52","null","9","null","167","null",
"0500000US19137","Montgomery County, Iowa","10718","null","10058","null","70","null","203","null","43","null","4","null","340","null",
"0500000US19139","Muscatine County, Iowa","46752","null","37899","null","1540","null","852","null","566","null","8","null","5887","null",
"0500000US19141","O'Brien County, Iowa","14851","null","13457","null","256","null","186","null","139","null","19","null","794","null",
"0500000US19143","Osceola County, Iowa","6517","null","5783","null","62","null","100","null","52","null","42","null","478","null",
"0500000US19145","Page County, Iowa","15914","null","14502","null","447","null","339","null","228","null","17","null","381","null",
"0500000US19147","Palo Alto County, Iowa","9311","null","8754","null","84","null","131","null","77","null","14","null","251","null",
"0500000US19149","Plymouth County, Iowa","26821","null","24316","null","547","null","331","null","203","null","140","null","1284","null",
"0500000US19151","Pocahontas County, Iowa","7400","null","6753","null","110","null","136","null","58","null","32","null","311","null",
"0500000US19153","Polk County, Iowa","530886","null","408810","null","44015","null","8740","null","29178","null","832","null","39311","null",
"0500000US19155","Pottawattamie County, Iowa","99511","null","86712","null","2929","null","2304","null","1231","null","163","null","6172","null",
"0500000US19157","Poweshiek County, Iowa","19337","null","17849","null","448","null","284","null","321","null","29","null","406","null",
"0500000US19159","Ringgold County, Iowa","4838","null","4616","null","38","null","75","null","34","null","1","null","74","null",
"0500000US19161","Sac County, Iowa","10132","null","9541","null","100","null","96","null","63","null","23","null","309","null",
"0500000US19163","Scott County, Iowa","188534","null","151135","null","18714","null","3856","null","6234","null","217","null","8378","null",
"0500000US19165","Shelby County, Iowa","12197","null","11394","null","116","null","192","null","72","null","12","null","411","null",
"0500000US19167","Sioux County, Iowa","38142","null","32956","null","349","null","386","null","352","null","17","null","4082","null",
"0500000US19169","Story County, Iowa","104794","null","85671","null","3980","null","1395","null","7613","null","1342","null","4793","null",
"0500000US19171","Tama County, Iowa","18289","null","14659","null","276","null","1809","null","145","null","51","null","1349","null",
"0500000US19173","Taylor County, Iowa","6164","null","5645","null","37","null","93","null","27","null","9","null","353","null",
"0500000US19175","Union County, Iowa","12620","null","11781","null","216","null","200","null","103","null","18","null","302","null",
"0500000US19177","Van Buren County, Iowa","7431","null","7113","null","73","null","106","null","37","null","12","null","90","null",
"0500000US19179","Wapello County, Iowa","37598","null","30105","null","1805","null","764","null","789","null","581","null","3554","null",
"0500000US19181","Warren County, Iowa","54865","null","50878","null","855","null","805","null","673","null","76","null","1578","null",
"0500000US19183","Washington County, Iowa","23650","null","21408","null","329","null","342","null","214","null","13","null","1344","null",
"0500000US19185","Wayne County, Iowa","6702","null","6413","null","60","null","79","null","52","null","15","null","83","null",
"0500000US19187","Webster County, Iowa","38998","null","33929","null","2534","null","610","null","449","null","60","null","1416","null",
"0500000US19189","Winnebago County, Iowa","11132","null","10071","null","304","null","113","null","135","null","17","null","492","null",
"0500000US19191","Winneshiek County, Iowa","20665","null","19393","null","221","null","190","null","274","null","23","null","564","null",
"0500000US19193","Woodbury County, Iowa","116030","null","85955","null","7176","null","4475","null","3691","null","783","null","13950","null",
"0500000US19195","Worth County, Iowa","7723","null","7289","null","108","null","84","null","53","null","8","null","181","null",
"0500000US19197","Wright County, Iowa","13824","null","11355","null","132","null","207","null","137","null","18","null","1975","null",
"0500000US20001","Allen County, Kansas","13365","null","11936","null","337","null","539","null","134","null","34","null","385","null",
"0500000US20003","Anderson County, Kansas","8196","null","7638","null","96","null","237","null","59","null","7","null","159","null",
"0500000US20005","Atchison County, Kansas","17434","null","15092","null","1151","null","409","null","175","null","44","null","563","null",
"0500000US20007","Barber County, Kansas","4461","null","4065","null","54","null","138","null","42","null","11","null","151","null",
"0500000US20009","Barton County, Kansas","27483","null","23021","null","561","null","748","null","144","null","13","null","2996","null",
"0500000US20011","Bourbon County, Kansas","15376","null","13510","null","663","null","605","null","173","null","24","null","401","null",
"0500000US20013","Brown County, Kansas","10143","null","8321","null","252","null","1184","null","89","null","26","null","271","null",
"0500000US20015","Butler County, Kansas","72831","null","63242","null","2264","null","3008","null","1470","null","123","null","2724","null",
"0500000US20017","Chase County, Kansas","2701","null","2372","null","49","null","74","null","28","null","4","null","174","null",
"0500000US20019","Chautauqua County, Kansas","3632","null","3059","null","59","null","354","null","42","null","9","null","109","null",
"0500000US20021","Cherokee County, Kansas","21196","null","18215","null","267","null","2034","null","133","null","51","null","496","null",
"0500000US20023","Cheyenne County, Kansas","2834","null","2476","null","20","null","48","null","33","null","17","null","240","null",
"0500000US20025","Clark County, Kansas","2135","null","1843","null","20","null","61","null","32","null","5","null","174","null",
"0500000US20027","Clay County, Kansas","8506","null","7879","null","112","null","200","null","99","null","8","null","208","null",
